Departamento,Municipio,Centro_Poblado,Latitud,Longitud,Tipo,Pregunta
CUNDINAMARCA,LA MESA,SAN JAVIER,"4,646290","-74,438630",8727,"¿Cómo se califica SAN JAVIER; LA MESA; CUNDINAMARCA; 4,646290; -74,438630 ; 8727; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,LA MESA,LA MESA,"4,643290","-74,448250",8663,"¿Cómo se califica LA MESA; LA MESA; CUNDINAMARCA; 4,643290; -74,448250 ; 8663; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FUNZA,FUNZA,"4,681110","-74,153560",9753,"¿Cómo se califica FUNZA; FUNZA; CUNDINAMARCA; 4,681110; -74,153560 ; 9753; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CALDAS,LA DORADA,LA AGUSTINA,"5,576070","-74,624130",4751,"¿Cómo se califica LA AGUSTINA; LA DORADA; CALDAS; 5,576070; -74,624130 ; 4751; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,GIRARDOTA,EL PARAÍSO,"6,384290","-75,456510",1199,"¿Cómo se califica EL PARAÍSO; GIRARDOTA; ANTIOQUIA; 6,384290; -75,456510 ; 1199; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,MALAMBO,MALAMBO,"10,885520","-74,769410",13840,"¿Cómo se califica MALAMBO; MALAMBO; ATLÁNTICO; 10,885520; -74,769410 ; 13840; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,PEDREGAL,"9,576440","-75,198020",11427,"¿Cómo se califica PEDREGAL; OVEJAS; SUCRE; 9,576440; -75,198020 ; 11427; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,PALMIRA,PALMIRA,"3,546940","-76,310100",99,"¿Cómo se califica PALMIRA; PALMIRA; VALLE DEL CAUCA; 3,546940; -76,310100 ; 99; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,LOS PALMITOS,"9,423260","-75,245230",13062,"¿Cómo se califica LOS PALMITOS; LOS PALMITOS; SUCRE; 9,423260; -75,245230 ; 13062; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,LA ESTRELLA,LA ESTRELLA,"6,152870","-75,631870",99,"¿Cómo se califica LA ESTRELLA; LA ESTRELLA; ANTIOQUIA; 6,152870; -75,631870 ; 99; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
TOLIMA,FLANDES,CONDOMINIO VILLA ESPERANZA,"4,260270","-74,825880",6753,"¿Cómo se califica CONDOMINIO VILLA ESPERANZA; FLANDES; TOLIMA; 4,260270; -74,825880 ; 6753; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
QUINDÍO,LA TEBAIDA,CONDOMINIO MORACAWA,"4,451440","-75,802930",2271,"¿Cómo se califica CONDOMINIO MORACAWA; LA TEBAIDA; QUINDÍO; 4,451440; -75,802930 ; 2271; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,GUACARÍ,GUACAS,"3,787560","-76,318770",492,"¿Cómo se califica GUACAS; GUACARÍ; VALLE DEL CAUCA; 3,787560; -76,318770 ; 492; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,MOSQUERA,"4,711390","-74,212280",10757,"¿Cómo se califica MOSQUERA; MOSQUERA; CUNDINAMARCA; 4,711390; -74,212280 ; 10757; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,EL REPARO,"8,390730","-75,580010",10250,"¿Cómo se califica EL REPARO; PLANETA RICA; CÓRDOBA; 8,390730; -75,580010 ; 10250; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,MATA DE CAÑA,"9,084960","-75,820330",9280,"¿Cómo se califica MATA DE CAÑA; LORICA; CÓRDOBA; 9,084960; -75,820330 ; 9280; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,SANTA CRUZ DE LORICA,"9,240790","-75,816100",9499,"¿Cómo se califica SANTA CRUZ DE LORICA; LORICA; CÓRDOBA; 9,240790; -75,816100 ; 9499; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,MALAMBO,MALAMBO,"10,885520","-74,769410",15925,"¿Cómo se califica MALAMBO; MALAMBO; ATLÁNTICO; 10,885520; -74,769410 ; 15925; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,SANTA MARTHA - LA ESPERANZA,"4,791750","-74,335600",756,"¿Cómo se califica SANTA MARTHA - LA ESPERANZA; FACATATIVÁ; CUNDINAMARCA; 4,791750; -74,335600 ; 756; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,LA PALMA,"9,215110","-75,813880",9430,"¿Cómo se califica LA PALMA; LORICA; CÓRDOBA; 9,215110; -75,813880 ; 9430; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,MONTERÍA,EL DOCE,"8,704440","-75,825780",8649,"¿Cómo se califica EL DOCE; MONTERÍA; CÓRDOBA; 8,704440; -75,825780 ; 8649; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,COTOCA ARRIBA,"9,148710","-75,836580",9332,"¿Cómo se califica COTOCA ARRIBA; LORICA; CÓRDOBA; 9,148710; -75,836580 ; 9332; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,LAS PELONAS,"8,448890","-75,527730",10483,"¿Cómo se califica LAS PELONAS; PLANETA RICA; CÓRDOBA; 8,448890; -75,527730 ; 10483; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ENVIGADO,ENVIGADO,"6,181340","-75,590160",247,"¿Cómo se califica ENVIGADO; ENVIGADO; ANTIOQUIA; 6,181340; -75,590160 ; 247; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MADRID,MADRID,"4,750150","-74,293370",658,"¿Cómo se califica MADRID; MADRID; CUNDINAMARCA; 4,750150; -74,293370 ; 658; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LA APARTADA,LA APARTADA,"8,057650","-75,345990",9883,"¿Cómo se califica LA APARTADA; LA APARTADA; CÓRDOBA; 8,057650; -75,345990 ; 9883; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,LA YERBABUENA,"4,850460","-74,404120",954,"¿Cómo se califica LA YERBABUENA; FACATATIVÁ; CUNDINAMARCA; 4,850460; -74,404120 ; 954; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MADRID,LA CUESTA,"4,856460","-74,173310",8957,"¿Cómo se califica LA CUESTA; MADRID; CUNDINAMARCA; 4,856460; -74,173310 ; 8957; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,EL RINCÓN,"9,371350","-75,272800",12907,"¿Cómo se califica EL RINCÓN; MORROA; SUCRE; 9,371350; -75,272800 ; 12907; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,MONTERÍA,BESITO VOLAO,"8,730070","-75,847480",8681,"¿Cómo se califica BESITO VOLAO; MONTERÍA; CÓRDOBA; 8,730070; -75,847480 ; 8681; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,EL REPARO,"8,400130","-75,570390",8330,"¿Cómo se califica EL REPARO; PLANETA RICA; CÓRDOBA; 8,400130; -75,570390 ; 8330; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FUNZA,SAN ANTONIO LOS PINOS,"4,718410","-74,238530",541,"¿Cómo se califica SAN ANTONIO LOS PINOS; FUNZA; CUNDINAMARCA; 4,718410; -74,238530 ; 541; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,"MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","6,225670","-75,550760",650,"¿Cómo se califica MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN; MEDELLÍN; ANTIOQUIA; 6,225670; -75,550760 ; 650; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,BUENAVISTA,PUERTO CÓRDOBA,"8,075600","-75,367040",9909,"¿Cómo se califica PUERTO CÓRDOBA; BUENAVISTA; CÓRDOBA; 8,075600; -75,367040 ; 9909; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GACHANCIPÁ,EL ROBLE SUR,"4,981530","-73,904230",11767,"¿Cómo se califica EL ROBLE SUR; GACHANCIPÁ; CUNDINAMARCA; 4,981530; -73,904230 ; 11767; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,SANTA ELENA,"6,222340","-75,508580",745,"¿Cómo se califica SANTA ELENA; MEDELLÍN; ANTIOQUIA; 6,222340; -75,508580 ; 745; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,NEMOCÓN,PATIO BONITO,"5,159960","-73,896780",12120,"¿Cómo se califica PATIO BONITO; NEMOCÓN; CUNDINAMARCA; 5,159960; -73,896780 ; 12120; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,LAS FLORES,"9,318460","-75,320680",10562,"¿Cómo se califica LAS FLORES; MORROA; SUCRE; 9,318460; -75,320680 ; 10562; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PAMPLONA,"8,367980","-75,564720",8158,"¿Cómo se califica PAMPLONA; PLANETA RICA; CÓRDOBA; 8,367980; -75,564720 ; 8158; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,EL COLEY,"9,360150","-75,280650",12871,"¿Cómo se califica EL COLEY; LOS PALMITOS; SUCRE; 9,360150; -75,280650 ; 12871; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,"MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN","6,255460","-75,573720",436,"¿Cómo se califica MEDELLÍN, DISTRITO ESPECIAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN; MEDELLÍN; ANTIOQUIA; 6,255460; -75,573720 ; 436; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CHÍA,EL ESPEJO,"4,861400","-74,061500",11279,"¿Cómo se califica EL ESPEJO; CHÍA; CUNDINAMARCA; 4,861400; -74,061500 ; 11279; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GIRARDOT,GIRARDOT,"4,338870","-74,804530",7037,"¿Cómo se califica GIRARDOT; GIRARDOT; CUNDINAMARCA; 4,338870; -74,804530 ; 7037; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,TCC Principal,"6,298060","-75,566400",443,"¿Cómo se califica TCC Principal; MEDELLÍN; ANTIOQUIA; 6,298060; -75,566400 ; 443; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,COLORADOS,"5,505840","-74,627510",4890,"¿Cómo se califica COLORADOS; PUERTO SALGAR; CUNDINAMARCA; 5,505840; -74,627510 ; 4890; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,SAN FRANCISCO,"9,620110","-75,157830",13659,"¿Cómo se califica SAN FRANCISCO; OVEJAS; SUCRE; 9,620110; -75,157830 ; 13659; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PONEDERA,"10,679730","-74,749040",15488,"¿Cómo se califica PONEDERA; PONEDERA; ATLÁNTICO; 10,679730; -74,749040 ; 15488; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,EL RINCÓN,"9,371350","-75,272800",10821,"¿Cómo se califica EL RINCÓN; MORROA; SUCRE; 9,371350; -75,272800 ; 10821; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,MONTERÍA,MONTERÍA,"8,769880","-75,850650",8784,"¿Cómo se califica MONTERÍA; MONTERÍA; CÓRDOBA; 8,769880; -75,850650 ; 8784; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,NARIÑO,"9,171650","-75,821860",9378,"¿Cómo se califica NARIÑO; LORICA; CÓRDOBA; 9,171650; -75,821860 ; 9378; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GUADUAS,LA CABAÑA,"5,029290","-74,507180",6758,"¿Cómo se califica LA CABAÑA; GUADUAS; CUNDINAMARCA; 5,029290; -74,507180 ; 6758; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,TCC Principal,"6,298060","-75,566400",575,"¿Cómo se califica TCC Principal; MEDELLÍN; ANTIOQUIA; 6,298060; -75,566400 ; 575; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,DAMASCO,"9,601890","-75,180520",11486,"¿Cómo se califica DAMASCO; OVEJAS; SUCRE; 9,601890; -75,180520 ; 11486; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,NEMOCÓN,EL PLAN,"5,124180","-73,906330",12060,"¿Cómo se califica EL PLAN; NEMOCÓN; CUNDINAMARCA; 5,124180; -73,906330 ; 12060; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,DORADO - CALAMAR,"6,465370","-74,675520",6847,"¿Cómo se califica DORADO - CALAMAR; PUERTO BERRÍO; ANTIOQUIA; 6,465370; -74,675520 ; 6847; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PLANETA RICA,"8,429160","-75,557940",10342,"¿Cómo se califica PLANETA RICA; PLANETA RICA; CÓRDOBA; 8,429160; -75,557940 ; 10342; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,BREMEN,"9,317500","-75,333220",10521,"¿Cómo se califica BREMEN; MORROA; SUCRE; 9,317500; -75,333220 ; 10521; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,LAS FLORES,"9,318460","-75,320680",12648,"¿Cómo se califica LAS FLORES; MORROA; SUCRE; 9,318460; -75,320680 ; 12648; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GUADUAS,GUADUAS,"5,041380","-74,581640",5803,"¿Cómo se califica GUADUAS; GUADUAS; CUNDINAMARCA; 5,041380; -74,581640 ; 5803; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,NOCAIMA,TOBIA CHICA,"5,028540","-74,366290",7556,"¿Cómo se califica TOBIA CHICA; NOCAIMA; CUNDINAMARCA; 5,028540; -74,366290 ; 7556; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,EL REPARO,"8,400130","-75,570390",8200,"¿Cómo se califica EL REPARO; PLANETA RICA; CÓRDOBA; 8,400130; -75,570390 ; 8200; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PAMPLONA,"8,367980","-75,564720",10202,"¿Cómo se califica PAMPLONA; PLANETA RICA; CÓRDOBA; 8,367980; -75,564720 ; 10202; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,COLORADOS,"5,445580","-74,598890",4979,"¿Cómo se califica COLORADOS; PUERTO SALGAR; CUNDINAMARCA; 5,445580; -74,598890 ; 4979; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PLAZA BONITA,"8,328470","-75,545030",8113,"¿Cómo se califica PLAZA BONITA; PLANETA RICA; CÓRDOBA; 8,328470; -75,545030 ; 8113; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CALDAS,LA DORADA,LA AGUSTINA,"5,679230","-74,612090",5013,"¿Cómo se califica LA AGUSTINA; LA DORADA; CALDAS; 5,679230; -74,612090 ; 5013; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,MOSQUERA,"4,701840","-74,231240",483,"¿Cómo se califica MOSQUERA; MOSQUERA; CUNDINAMARCA; 4,701840; -74,231240 ; 483; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GIRARDOT,BERLÍN,"4,397140","-74,750370",7242,"¿Cómo se califica BERLÍN; GIRARDOT; CUNDINAMARCA; 4,397140; -74,750370 ; 7242; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,EL PLAN,"6,223290","-75,531150",706,"¿Cómo se califica EL PLAN; MEDELLÍN; ANTIOQUIA; 6,223290; -75,531150 ; 706; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO NARE,PUERTO NARE,"6,196080","-74,559160",5550,"¿Cómo se califica PUERTO NARE; PUERTO NARE; ANTIOQUIA; 6,196080; -74,559160 ; 5550; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,SANTA RITA,"10,614590","-74,768780",15400,"¿Cómo se califica SANTA RITA; PONEDERA; ATLÁNTICO; 10,614590; -74,768780 ; 15400; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,PUEBLO NUEVO,"8,527580","-75,504970",8564,"¿Cómo se califica PUEBLO NUEVO; PUEBLO NUEVO; CÓRDOBA; 8,527580; -75,504970 ; 8564; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PUERTO GIRALDO,"10,549020","-74,802850",15350,"¿Cómo se califica PUERTO GIRALDO; PONEDERA; ATLÁNTICO; 10,549020; -74,802850 ; 15350; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,MORROA,MORROA,"9,320490","-75,305730",10611,"¿Cómo se califica MORROA; MORROA; SUCRE; 9,320490; -75,305730 ; 10611; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,OVEJAS,"9,549070","-75,217750",11372,"¿Cómo se califica OVEJAS; OVEJAS; SUCRE; 9,549070; -75,217750 ; 11372; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,GIRARDOTA,LA CALLE,"6,402760","-75,429280",1154,"¿Cómo se califica LA CALLE; GIRARDOTA; ANTIOQUIA; 6,402760; -75,429280 ; 1154; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,MONTERÍA,PATIO BONITO,"8,628360","-75,761760",8559,"¿Cómo se califica PATIO BONITO; MONTERÍA; CÓRDOBA; 8,628360; -75,761760 ; 8559; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LA APARTADA,PUERTO CÓRDOBA,"8,067490","-75,357030",7853,"¿Cómo se califica PUERTO CÓRDOBA; LA APARTADA; CÓRDOBA; 8,067490; -75,357030 ; 7853; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,SANTA RITA,"10,614590","-74,768780",13315,"¿Cómo se califica SANTA RITA; PONEDERA; ATLÁNTICO; 10,614590; -74,768780 ; 13315; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,LA MAGDALENA,"8,615770","-75,482850",10829,"¿Cómo se califica LA MAGDALENA; PUEBLO NUEVO; CÓRDOBA; 8,615770; -75,482850 ; 10829; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,LA GRANJITA,"8,479220","-75,518890",8466,"¿Cómo se califica LA GRANJITA; PUEBLO NUEVO; CÓRDOBA; 8,479220; -75,518890 ; 8466; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,LA CARLOTA,"6,482270","-74,588380",6428,"¿Cómo se califica LA CARLOTA; PUERTO BERRÍO; ANTIOQUIA; 6,482270; -74,588380 ; 6428; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,SAN FRANCISCO,"9,620110","-75,157830",11573,"¿Cómo se califica SAN FRANCISCO; OVEJAS; SUCRE; 9,620110; -75,157830 ; 11573; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,GIRARDOTA,LA CALLE,"6,402760","-75,429280",1286,"¿Cómo se califica LA CALLE; GIRARDOTA; ANTIOQUIA; 6,402760; -75,429280 ; 1286; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,QUINTAS DE SERREZUELA,"4,717290","-74,238290",537,"¿Cómo se califica QUINTAS DE SERREZUELA; MOSQUERA; CUNDINAMARCA; 4,717290; -74,238290 ; 537; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,CAROLINA,"8,496840","-75,633660",8419,"¿Cómo se califica CAROLINA; PLANETA RICA; CÓRDOBA; 8,496840; -75,633660 ; 8419; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,MINAS DEL VAPOR,"6,450050","-74,638700",6719,"¿Cómo se califica MINAS DEL VAPOR; PUERTO BERRÍO; ANTIOQUIA; 6,450050; -74,638700 ; 6719; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,LOS CERROS,"8,519940","-75,668110",8445,"¿Cómo se califica LOS CERROS; PLANETA RICA; CÓRDOBA; 8,519940; -75,668110 ; 8445; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PUERTO COLOMBIA,PUERTO COLOMBIA,"11,010750","-74,906110",14480,"¿Cómo se califica PUERTO COLOMBIA; PUERTO COLOMBIA; ATLÁNTICO; 11,010750; -74,906110 ; 14480; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
